og	oo	cg	co
Universiti_Teknologi_MARA_C	Vanderbilt_University_A	The_Open_University_of_Israel_A	Middlebury_Debate_society_A
University_of_Vermont_B	Alneelain_University_B	Colgate_University_A	University_of_Belgrade_A
Davidson_College_A	University_of_Waterloo_B	International_Islamic_University_Malaysia_B	Trinity_College_Dublin_University_Philosophical_Society_C
Stanford_University_F	Sociedad_de_Debates_de_la_Universidad_Complutense_de_Madrid_A	National_University_of_Singapore_B	University_of_California,_Los_Angeles_A
University_of_Western_Ontario_Debate_Society_B	Korea_University_Debate_Club_A	College_Historical_Society,_Trinity_College_Dublin_B	Fordham_University_B
De_La_Salle_University_C	Tel_Aviv_University_D	University_of_Vermont_A	Lewis_&amp;_Clark_College_A
Cornell_University_B	University_of_Western_Australia_A	Tel_Aviv_University_B	University_of_Zagreb_C
University_of_Otago_B	Stanford_University_E	University_of_Ghana_A	Sciences_Po_Reims_B
University_of_Wollongong_A	Yonsei_University_A	Nottingham_Trent_University_B	University_of_Waterloo_A
College_Historical_Society,_Trinity_College_Dublin_A	University_of_Chicago_A	De_La_Salle_University_B	Nanyang_Technological_University_A
University_of_Technology_Sydney_A	University_of_Tokyo_B	Nanyang_Technological_University_B	Ateneo_de_Manila_University_C
McGill_Debating_Union_A	McGill_Debating_Union_C	The_Oxford_Union_C	University_of_New_South_Wales_A
Monash_University_B	Bates_College_B	University_of_Western_Ontario_Debate_Society_C	Bangladesh_University_of_Engineering_and_Technology_A
University_of_Chicago_C	University_of_Zagreb_E	Harvard_College_C	Brown_University_A
Colgate_University_C	Middlebury_Debate_society_B	University_of_Hong_Kong_A	Berlin_Debating_Union_A
Universitas_Airlangga_A	Comillas_A	Tel_Aviv_University_C	University_of_Bucharest_B
Imperial_College_London_A	Stanford_University_D	Cornell_University_C	University_of_California_Berkeley_A
National_University_of_Singapore_C	London_School_of_Economics_D	Bangladesh_University_of_Engineering_and_Technology_B	University_of_Western_Ontario_Debate_Society_A
Princeton_University_D	Australian_National_University_A	The_University_of_Melbourne_A	University_of_New_South_Wales_B
Split_Debating_Union_A	University_of_Alberta_B	Hart_House_B	University_of_Auckland_C
Bates_College_A	McGill_Debating_Union_B	Cambridge_Union_Society_B	The_Oxford_Union_D
Bina_Nusantara_A	Vanderbilt_University_C	University_of_Sydney_E	Adelaide_University_A
Universitas_Indonesia_A	Victoria_University_of_Wellington_A	Sciences_Po_Reims_A	University_of_Otago_A
Stanford_University_G	Singapore_Management_University_A	Durham_Debate_A	Vanderbilt_University_B
Swarthmore_College_C	Singapore_Management_University_B	Strathmore_Debate_Society_A	Nottingham_Trent_University_C
Wheaton_College_B	University_of_Coimbra_A	International_Islamic_University_Malaysia_C	Fordham_University_A
ETH_Zurich/University_of_Zurich_A	Ben-Gurion_University_of_the_Negev_B	Alneelain_University_A	Colgate_University_B
University_College_London_B	Nanyang_Technological_University_C	Edinburgh_University_Debates_Union_B	Trinity_College_Dublin_University_Philosophical_Society_B
Yale_University_A	University_of_Sydney_C	Hebrew_University_of_Jerusalem,_Israel_A	Pontificia_Universidad_Catu00f3lica_del_Peru00fa_A
University_of_Zagreb_A	The_Oxford_Union_B	University_of_Zagreb_B	Duke_University_B
Copenhagen_Debating_Society_B	University_of_Hong_Kong_C	Universitas_Udayana_A	Durham_Debate_B
Universidad_de_Almeru00eda_A	Chulalongkorn_University_B	University_of_Khartoum_A	Universitas_Padjadjaran_A
University_of_Auckland_B	University_College_London_D	The_University_of_Melbourne_C	Sunway_University_A
Universitu00e9_du_Quu00e9bec_u00e0_Montru00e9al_A	United_States_Air_Force_Academy_A	Carleton_University_B	Ben-Gurion_University_of_the_Negev_A
University_of_Sofia_B	National_University_of_Singapore_A	University_of_Auckland_A	University_of_Malaya_A
Yale_University_B	Princeton_University_A	Macquarie_University_A	University_of_Chicago_B
Cambridge_Union_Society_D	Universidad_del_Rosario_A	Universiti_Teknologi_MARA_B	ETH_Zurich/University_of_Zurich_B
Edinburgh_University_Debates_Union_C	Edinburgh_University_Debates_Union_A	University_of_Bucharest_A	Stanford_University_C
College_Historical_Society,_Trinity_College_Dublin_C	University_of_Ottawa_A	Diponegoro_University_A	Swarthmore_College_B
Nazarbayev_University_A	Duke_University_A	Imperial_College_London_B	University_of_Chicago_E
University_of_Zagreb_D	Queen&#x27;s_Debating_Union_B	Kwame_Nkrumah_University_of_Science_and_Technology_A	Stanford_University_B
Monash_University_A	University_of_New_South_Wales_D	University_of_Otago_C	Vanderbilt_University_D
