og	oo	cg	co
University_of_New_South_Wales_B	Tel_Aviv_University_B	Cambridge_Union_Society_B	London_School_of_Economics_B
Bates_College_B	Yale_-_NUS_A	Bina_Nusantara_A	Swarthmore_College_A
Wheaton_College_B	University_of_Khartoum_A	University_of_Hong_Kong_B	Chulalongkorn_University_B
Victoria_University_of_Wellington_A	Monash_University_A	Yale_University_C	Universiti_Teknologi_MARA_A
Singapore_Management_University_B	University_of_Wollongong_A	Ben-Gurion_University_of_the_Negev_A	College_Historical_Society,_Trinity_College_Dublin_B
Symbiosis_Law_School,_Pune_A	Atma_Jaya_Catholic_University_of_Indonesia_A	Imperial_College_London_B	Edinburgh_University_Debates_Union_B
Copenhagen_Debating_Society_A	The_Oxford_Union_D	Kwame_Nkrumah_University_of_Science_and_Technology_A	University_of_the_Philippines_Diliman_A
University_of_Zagreb_E	ETH_Zurich/University_of_Zurich_B	Chulalongkorn_University_A	Split_Debating_Union_A
London_School_of_Economics_C	Universiti_Teknologi_MARA_B	University_of_Bucharest_B	ETH_Zurich/University_of_Zurich_A
Nazarbayev_University_A	Cambridge_Union_Society_D	Carleton_University_C	Universiti_Teknologi_MARA_C
Colgate_University_B	Tel_Aviv_University_C	Lewis_&amp;_Clark_College_A	University_of_Aberdeen_A
Harvard_College_B	Adelaide_University_A	University_of_Sydney_F	National_University_of_Singapore_B
University_of_St_Andrews_A	Stanford_University_C	Duke_University_B	National_University_of_Singapore_A
Kansas_State_University_A	Swarthmore_College_B	University_of_Otago_C	Berlin_Debating_Union_A
University_of_Queensland_A	University_of_Chicago_B	McGill_Debating_Union_A	University_of_Zagreb_C
Ateneo_de_Manila_University_A	University_of_Sofia_A	Tel_Aviv_University_A	University_of_Sydney_D
Australian_National_University_B	Ateneo_de_Manila_University_C	National_University_of_Singapore_C	University_of_Alberta_B
University_of_Western_Ontario_Debate_Society_B	Debattierklub_Wien_B	Diponegoro_University_A	Trinity_College_Dublin_University_Philosophical_Society_C
Alneelain_University_B	Copenhagen_Debating_Society_B	Durham_Debate_B	Universitas_Udayana_A
The_Oxford_Union_C	University_of_Sofia_B	University_of_Ghana_A	University_of_Athens_A
University_College_Dublin_Literary_and_Historical_Society_A	Ateneo_de_Manila_University_B	Yale_University_A	Hart_House_A
Sociedad_de_Debates_de_la_Universidad_Complutense_de_Madrid_A	Universitas_Indonesia_A	De_La_Salle_University_A	Middlebury_Debate_society_A
University_of_Waterloo_A	University_of_Coimbra_A	Fordham_University_B	Bangladesh_University_of_Engineering_and_Technology_B
Davidson_College_A	Swarthmore_College_C	De_La_Salle_University_C	Middlebury_Debate_society_B
Sciences_Po_Reims_B	Edinburgh_University_Debates_Union_C	University_of_New_South_Wales_C	Queen&#x27;s_Debating_Union_A
Strathmore_Debate_Society_A	Alneelain_University_A	Universitu00e9_du_Quu00e9bec_u00e0_Montru00e9al_A	University_of_Hong_Kong_C
University_of_Vermont_C	College_Historical_Society,_Trinity_College_Dublin_A	University_of_Hong_Kong_D	Nanyang_Technological_University_C
Monash_University_B	University_of_Otago_A	Cornell_University_A	University_of_Chicago_D
University_of_Bucharest_A	Australian_National_University_A	The_Oxford_Union_B	Princeton_University_C
University_College_London_B	Hart_House_B	National_Taiwan_University_A	Carleton_University_B
Kingu2019s_College_London_A	University_of_California,_Los_Angeles_A	University_of_Chicago_C	Williams_College_A
Stanford_University_G	University_of_Queensland_B	Universidad_de_Chile_A	Tel_Aviv_University_D
Harvard_College_E	University_of_Auckland_C	Duke_University_A	Independent_A
University_of_Chicago_E	University_of_Zagreb_D	University_of_New_South_Wales_D	Korea_University_Debate_Club_A
Bangladesh_University_of_Engineering_and_Technology_D	Durham_Debate_A	Wheaton_College_A	University_of_Ottawa_A
Glasgow_University_Union_B	Hobart_&amp;_William_Smith_A	The_University_of_Melbourne_A	Princeton_University_B
Hart_House_C	University_of_Tokyo_B	University_of_Tokyo_A	University_of_Malaya_A
Princeton_University_A	University_of_Sydney_C	Yale_University_B	Cornell_University_B
University_College_London_C	Stanford_University_F	Vanderbilt_University_A	McGill_Debating_Union_D
University_of_California_Berkeley_A	Gadjah_Mada_University_A	The_Open_University_of_Israel_A	United_States_Air_Force_Academy_A
Yale_University_D	Cornell_University_C	London_School_of_Economics_D	University_of_Auckland_B
