og	oo	cg	co
University_of_Sydney_E	Ateneo_de_Manila_University_B	University_of_Zagreb_D	University_of_Alberta_A
Hart_House_C	Cambridge_Union_Society_B	Nanyang_Technological_University_A	Queen&#x27;s_Debating_Union_A
Universitas_Padjadjaran_A	Korea_University_Debate_Club_A	Swarthmore_College_B	University_of_Vermont_B
Copenhagen_Debating_Society_A	University_of_Athens_A	Reichman_University_A	Yale_University_D
Cambridge_Union_Society_A	University_of_Zagreb_A	Technion_A	Yale_University_A
College_Historical_Society,_Trinity_College_Dublin_B	University_of_California_Berkeley_B	University_College_London_C	Yonsei_University_A
University_of_Belgrade_A	Colgate_University_B	University_of_Hong_Kong_C	Alneelain_University_B
ETH_Zurich/University_of_Zurich_A	International_Islamic_University_Malaysia_C	Middlebury_Debate_society_B	University_of_Ottawa_A
London_School_of_Economics_C	Universitas_Indonesia_A	Ateneo_de_Manila_University_C	London_School_of_Economics_D
Singapore_Management_University_A	Strathmore_Debate_Society_A	University_of_Hong_Kong_D	University_of_Hong_Kong_A
The_Oxford_Union_D	The_Oxford_Union_A	University_of_the_Philippines_Diliman_A	Edinburgh_University_Debates_Union_A
McGill_Debating_Union_B	University_of_California,_Los_Angeles_A	Hart_House_A	University_of_Sydney_C
University_of_Coimbra_A	Davidson_College_A	University_of_Tokyo_C	University_of_Otago_C
Chulalongkorn_University_B	Universitas_Udayana_A	Copenhagen_Debating_Society_B	University_of_Khartoum_A
ETH_Zurich/University_of_Zurich_B	Stanford_University_F	Bangladesh_University_of_Engineering_and_Technology_D	Nazarbayev_University_A
University_of_Bucharest_B	Carleton_University_B	Wheaton_College_B	Bangladesh_University_of_Engineering_and_Technology_B
Comillas_A	International_Islamic_University_Malaysia_A	Vanderbilt_University_A	University_of_Wollongong_A
University_of_Western_Australia_A	Cambridge_Union_Society_C	University_of_National_and_World_Economy_A	Macquarie_University_A
Fordham_University_A	University_of_Hong_Kong_B	University_of_California_Berkeley_A	College_Historical_Society,_Trinity_College_Dublin_C
Sociedad_de_Debates_de_la_Universidad_Complutense_de_Madrid_A	International_Islamic_University_Malaysia_B	Berlin_Debating_Union_A	Split_Debating_Union_A
Tel_Aviv_University_C	Stanford_University_G	Swarthmore_College_A	Australian_National_University_B
Carleton_University_C	Imperial_College_London_B	Cornell_University_C	Bates_College_B
University_of_Aberdeen_A	Atma_Jaya_Catholic_University_of_Indonesia_A	University_of_New_South_Wales_D	Swarthmore_College_C
University_of_Western_Ontario_Debate_Society_C	University_of_Ghana_A	Universiti_Teknologi_MARA_B	University_College_Dublin_Literary_and_Historical_Society_A
Kwame_Nkrumah_University_of_Science_and_Technology_B	Bangladesh_University_of_Engineering_and_Technology_A	Monash_University_A	University_of_Vermont_C
Pontificia_Universidad_Catu00f3lica_del_Peru00fa_A	University_of_Sofia_A	Yale_University_B	Harvard_College_A
University_of_Vermont_A	Durham_Debate_A	National_Taiwan_University_A	University_of_Waterloo_A
Trinity_College_Dublin_University_Philosophical_Society_B	Sciences_Po_Reims_A	University_of_Otago_B	Universiti_Teknologi_MARA_C
